"Wykaz refundowanych leków, srodków spozywczych specjalnego przeznaczenia zywieniowego oraz wyrobów medycznych.",,,,,,,,,,,,,
1. Leki refundowane dostepne w aptece na recepte w ca_ym zakresie zarejestrowanych wskazan i przeznaczen lub we wskazaniu okreslonym stanem klinicznym,,,,,,,,,,,,,
lp,Substancja czynna,"Nazwa, posta_ i dawka leku, _rodka spo_ywczego specjalnego przeznaczenia _ywieniowego albo wyrobu medycznego",Zawarto__ opakowania,Kod EAN lub inny kod odpowiadaj_cy kodowi EAN,Termin wej_cia w _ycie decyzji,Okres obowi_zywania decyzji,Grupa limitowa,Urz_dowa cena zbytu,Cena detaliczna,Wysoko__ limitu finansowania,Zakres wskaza_ obj_tych refundacj_,Poziom odp_atno_ci,Wysoko__ dop_aty _wiadczeniobiorcy
1316,Lanreotidum,"Somatuline Autogel , roztwór do wstrzykiwa_, 90 mg",1 amp.-strzyk.,5909991094515,2012-01-01,2 lata,"79.0, Hormony przysadki i podwzgórza - inhibitory hormonu wzrostu",3604.62,3930.73,3689.84,Akromegalia,rycza_t,244.09
1317,Lanreotidum,"Somatuline Autogel , roztwór do wstrzykiwa_, 120 mg","1 amp.-strzyk. 0,5 ml",5909991094614,2012-01-01,2 lata,"79.0, Hormony przysadki i podwzgórza - inhibitory hormonu wzrostu",4514.86,4919.79,4919.79,Akromegalia,rycza_t,4.27
1318,Lansoprazolum,"LANTREA, kaps. dojel. twarde, 30 mg",28 kaps. (butel.),5909990017850,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",25.7,32.71,22.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,21.45
1319,Lansoprazolum,"LANTREA, kaps. dojel. twarde, 15 mg",28 kaps. (butel.),5909990017898,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",12.85,17.02,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,11.39
1320,Lansoprazolum,"LANZOSTAD, kaps. dojel. twarde, 15 mg",28 kaps.,5909990339365,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",10.8,14.83,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,9.2
1321,Lansoprazolum,"LANZOSTAD, kaps. dojel. twarde, 30 mg",14 kaps.,5909990339402,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",10.8,14.83,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,9.2
1322,Lansoprazolum,"LANZOSTAD, kaps. dojel. twarde, 30 mg",28 kaps.,5909990609970,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",17.28,23.69,22.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,12.43
1323,Lansoprazolum,"Lanbax, kaps. dojel. twarde, 15 mg",28 kaps. (4 blist.po 7 szt.),5909990055135,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",10.26,14.26,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,8.63
1324,Lansoprazolum,"Lanbax, kaps. dojel. twarde, 30 mg",28 kaps. (4 blist.po 7 szt.),5909990055173,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",20.52,27.15,22.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.89
1325,Lansoprazolum,"Lanzul, kaps., 30 mg",7 kaps.,5909990727018,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",13.71,16.52,5.63,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,13.71
1326,Lansoprazolum,"Lanzul, kaps., 30 mg",14 kaps.,5909990727025,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",18.07,22.61,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,16.98
1327,Lansoprazolum,"Lanzul, kaps., 30 mg",28 kaps.,5909990727032,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",23.57,30.42,22.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,19.16
1328,Lansoprazolum,"Lanzul S, kaps., 15 mg",28 kaps.,5909990869817,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",16.85,21.3,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,15.67
1329,Lansoprazolum,"Renazol, kaps. dojel. twarde, 15 mg",28 kaps. (4 blist.po 7 szt.),5909990623358,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",13.82,18.07,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,12.44
1330,Lansoprazolum,"Renazol, kaps. dojel. twarde, 30 mg",14 kaps. (2 blist.po 7 szt.),5909990623440,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",13.82,18.07,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,12.44
1331,Lansoprazolum,"Renazol, kaps. dojel. twarde, 30 mg",28 kaps. (4 blist.po 7 szt.),5909990623457,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",27.54,34.67,22.52,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,23.41
1332,Lansoprazolum,"ZALANZO, kaps. dojel. twarde, 15 mg",28 kaps. (4 blist.po 7 szt.),5909990064045,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",7.7,11.51,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,5.88
1333,Lansoprazolum,"ZALANZO, kaps. dojel. twarde, 30 mg",14 kaps. (2 blist.po 7 szt.),5909990064069,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",7.7,11.51,11.26,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,5.88
1334,Lansoprazolum,"ZALANZO, kaps. dojel. twarde, 30 mg",28 kaps. (4 blist.po 7 szt.),5909990064076,2012-01-01,2 lata,"2.0, Inhibitory pompy protonowej - stosowane doustnie",16.05,22.37,22.37,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,50%,11.19
1335,Latanoprostum,"Latanoprost Arrow, krople do oczu, 50 mikrogramów/ml","2,5 ml (but.)",5909990713158,2012-01-01,2 lata,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednosk_adnikowe i z_o_one",34.02,44.95,44.95,Jaskra,rycza_t,3.2
1336,Latanoprostum,"Xalatan, Krople do oczu, roztwór, 0,05 mg/ml (0,005%)","2,5 ml (but.)",5909990411818,2012-01-01,2 lata,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednosk_adnikowe i z_o_one",46.44,58.23,48.19,Jaskra,rycza_t,13.24
1337,Latanoprostum,"Xaloptic, krople do oczu, roztwór, 0,05 mg/ ml","2,5 ml (but.)",5909990741311,2012-01-01,2 lata,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednosk_adnikowe i z_o_one",36.72,47.83,47.83,Jaskra,rycza_t,3.2
1338,Latanoprostum + Timololum,"Xalacom, Krople do oczu, roztwór, 0,05+5,0 mg/ml","2,5 ml (but.)",5909991057213,2012-01-01,2 lata,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednosk_adnikowe i z_o_one",49.5,61.5,48.19,Jaskra,rycza_t,16.51
1339,Leflunomidum,"Arava, tabl. powl., 10 mg",30 tabl. (butelka),5909990977826,2012-01-01,2 lata,"136.0, Leki przeciwnowotworowe i immunomodulujace - leki immunosupresyjne - leflunomid",131.6,153.9,100.42,Aktywna posta_ reumatoidalnego zapalenia stawów,rycza_t,56.68
1340,Leflunomidum,"Arava, tabl. powl., 20 mg",30 tabl. (butelka),5909990977925,2012-01-01,2 lata,"136.0, Leki przeciwnowotworowe i immunomodulujace - leki immunosupresyjne - leflunomid",171.72,200.83,200.83,Aktywna posta_ reumatoidalnego zapalenia stawów,rycza_t,3.2
1341,Leflunomidum,"Arava, tabl. powl., 100 mg",3 tabl. (blister),5909990978014,2012-01-01,2 lata,"136.0, Leki przeciwnowotworowe i immunomodulujace - leki immunosupresyjne - leflunomid",86.4,105.54,100.42,Aktywna posta_ reumatoidalnego zapalenia stawów,rycza_t,8.32
1342,Lenograstimum,"Granocyte 34, proszek i rozpuszczalnik do sporz_dzania roztworu do wstrzykiwa_ podskórnych i infuzji do_ylnych, 33,6 MIU",1 fiol. z proszkiem + 1 ampu_kostrzyk. z rozpuszczalnikiem + 1 ig_a 19G + 1 ig_a 26G,5909990742059,2012-01-01,2 lata,"133.0, Leki przeciwnowotworowe i immunomodulujace - immunostymulujace - czynniki stymuluj_ce wzrost granulocytów",121.76,145.29,136.03,Nowotwory z_o_liwe - Neutropenia w chorobach nowotworowych,rycza_t,12.46
1343,Lenograstimum,"Granocyte 34, proszek i rozpuszczalnik do sporz_dzania roztworu do wstrzykiwa_ podskórnych i infuzji do_ylnych, 33,6 MIU",5 fiol. z proszkiem + 5 ampu_kostrzyk. z rozpuszczalnikiem + 5 igie_ 19G + 5 igie_ 26G,5909990742066,2012-01-01,2 lata,"133.0, Leki przeciwnowotworowe i immunomodulujace - immunostymulujace - czynniki stymuluj_ce wzrost granulocytów",608.76,680.16,680.16,Nowotwory z_o_liwe - Neutropenia w chorobach nowotworowych,rycza_t,3.2
1344,Letrozolum,"AROMEK, tabl. powl., 2,5 mg",30 tabl.,5909991060718,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",122.04,145.61,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,0
1345,Letrozolum,"Etruzil, tabl. powl., 2,5 mg",30 tabl. (3 blist.po 10 szt.),5909990710201,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",235.44,266.95,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,121.34
1346,Letrozolum,"Femara, tabl. powl., 2,5 mg",30 tabl.,5909990768516,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",243,275.04,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,129.43
1347,Letrozolum,"LAMETTA, tabl. powl., 2,5 mg",30 tabl. (3 blist.po 10 szt.),5909991061111,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",216,246.15,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,100.54
1348,Letrozolum,"Letralan, tabl. powl., 2,5 mg",30 tabl.,5909990750627,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",237.6,269.26,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,123.65
1349,Letrozolum,"Lostar, tabl. powl., 2,5 mg",30 tabl. (3 blist.po 10 szt.),5909990730353,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",221.4,251.93,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,106.32
1350,Letrozolum,"Mionic, tabl. powl., 2,5 mg",30 tabl. (3 blist.po 10 szt.),5909990708772,2012-01-01,2 lata,"132.0, Leki przeciwnowotworowe i immunomodulujace - inhibitory enzymów - doustne inhibitory aromatazy",237.6,269.26,145.61,Nowotwory z_o_liwe; Rak piersi w II rzucie hormonoterapii,bezp_atny,123.65
1351,Leuprorelinum,"Eligard 22,5 mg , proszek i rozpuszczalnik do sporz_dzania roztworu do wstrzykiwa_, 22,5 miligram",1 zest. (tacki),5909990075751,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",873.64,970.67,970.67,Nowotwory z_o_liwe - Rak prostaty,rycza_t,9.6
1352,Leuprorelinum,"Eligard 45 mg , proszek i rozpuszczalnik do sporz_dzania roztworu do wstrzykiwa_, 45 miligram",1 zest. (2 strz.nape_.),5909990634057,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",1757.89,1932.82,1932.82,Nowotwory z_o_liwe - Rak prostaty,rycza_t,19.2
1353,Leuprorelinum,"Eligard 7,5 mg , proszek i rozpuszczalnik do sporz_dzania roztworu do wstrzykiwa_, 7,5 miligram",1 zest. (tacki),5909990075768,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",289.98,330.57,323.56,Nowotwory z_o_liwe - Rak prostaty,rycza_t,10.21
1354,Leuprorelinum,"Lucrin Depot, mikrosfery do sporz_dzania zawiesiny do wstrzykiwa_, 11,25 mg",1 zest.,5909990418015,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",895.48,992.48,905.96,"Nowotwory z_o_liwe - Rak piersi i rak trzonu macicy, Nowotwory z_o_liwe - Rak prostaty",rycza_t,95.48
1355,Leuprorelinum,"Lucrin Depot, mikrosfery do sporz_dzania zawiesiny do wstrzykiwa_, 3,75 mg",1 zest.,5909990686117,2012-01-01,2 lata,"129.0, Leki przeciwnowotworowe i immunomodulujace - analogi hormonu uwalniaj_cego gonadotropin_",297.6,338.21,301.99,Nowotwory z_o_liwe - Rak prostaty,rycza_t,39.42
1356,Levetiracetamum,"Keppra , tabl. powl., 750 mg",50 tabl.,5909990006649,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",279.66,319.22,319.22,Padaczka oporna na leczenie,rycza_t,3.2
1357,Levetiracetamum,"Keppra , tabl. powl., 750 mg",100 tabl.,5909990006670,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",559.31,625.92,625.92,Padaczka oporna na leczenie,rycza_t,5.33
1358,Levetiracetamum,"Keppra , roztwór do stosowania doustnego, 100 mg/ml",300 ml (butelka),5909990006755,2012-01-01,2 lata,"166.2, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - p_ynne postace farmaceutyczne",251.68,288.53,288.53,Padaczka oporna na leczenie,rycza_t,3.2
1359,Levetiracetamum,"Keppra , koncentrat do sporz_dzania roztworu do infuzji, 100 mg/ml",10 fiol.a 5ml,5909990610891,2012-01-01,2 lata,"166.3, Leki przeciwpadaczkowe do stosowania pozajelitowego - lewetiracetam",595.03,665.1,665.1,Padaczka oporna na leczenie,rycza_t,3.2
1360,Levetiracetamum,"Keppra , tabl. powl., 250 mg",50 tabl.,5909990901111,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",93.21,113.22,108.48,Padaczka oporna na leczenie,rycza_t,7.94
1361,Levetiracetamum,"Keppra , tabl. powl., 250 mg",100 tabl.,5909990901128,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",186.43,216.96,216.96,Padaczka oporna na leczenie,rycza_t,3.2
1362,Levetiracetamum,"Keppra , tabl. powl., 500 mg",50 tabl.,5909990901210,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",186.43,216.96,216.96,Padaczka oporna na leczenie,rycza_t,3.2
1363,Levetiracetamum,"Keppra , tabl. powl., 500 mg",100 tabl.,5909990901227,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",372.88,421.46,421.46,Padaczka oporna na leczenie,rycza_t,3.56
1364,Levetiracetamum,"Keppra , tabl. powl., 1000 mg",50 tabl.,5909990901319,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",372.88,421.46,421.46,Padaczka oporna na leczenie,rycza_t,3.56
1365,Levetiracetamum,"Keppra , tabl. powl., 1000 mg",100 tabl.,5909990901326,2012-01-01,2 lata,"166.1, Leki przeciwpadaczkowe do stosowania doustnego - lewetiracetam - sta_e postace farmaceutyczne",745.74,830.39,830.39,Padaczka oporna na leczenie,rycza_t,7.11
1366,Levocetirizini dihydrochloridum,"Xyzal, tabl. powl., 5 mg",7 tabl.,5909990918041,2012-01-01,2 lata,"207.1, Leki przeciwhistaminowe do stosowania doustnego - sta_e postacie farmaceutyczne",8.1,9.75,3.59,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.24
1367,Levocetirizini dihydrochloridum,"Xyzal, tabl. powl., 5 mg",28 tabl.,5909990918072,2012-01-01,2 lata,"207.1, Leki przeciwhistaminowe do stosowania doustnego - sta_e postacie farmaceutyczne",27.43,33.01,14.35,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,22.97
1368,Levocetirizini dihydrochloridum,"Xyzal 0,5 , roztwór do stosowania doustnego, 0,5 mg/ml",200 ml (butelka),5909990619627,2012-01-01,2 lata,"207.1, Leki przeciwhistaminowe do stosowania doustnego - sta_e postacie farmaceutyczne",24.19,28.7,10.25,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,21.53
1369,Levocetirizini dihydrochloridum,"Zenaro, tabl. powl., 5 mg",28 tabl.,5909990781720,2012-01-01,2 lata,"207.1, Leki przeciwhistaminowe do stosowania doustnego - sta_e postacie farmaceutyczne",18.77,23.75,14.35,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,13.71
1370,Levodopum + Benserazidum,"Madopar, kaps. , 12,5 + 50 mg",100 kaps. ,5909990094912,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",25.74,33.45,26,Choroba i zespó_ Parkinsona,rycza_t,10.65
1371,Levodopum + Benserazidum,"Madopar, kaps. , 100 + 25 mg",100 kaps. ,5909990095018,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",46.08,55.22,26,Choroba i zespó_ Parkinsona,rycza_t,32.42
1372,Levodopum + Benserazidum,"Madopar, tabl. , 50 + 200 mg",100 tabl.,5909990095117,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",85,103.99,103.99,Choroba i zespó_ Parkinsona,rycza_t,3.56
1373,Levodopum + Benserazidum,"Madopar, kaps. , 50 + 200 mg",100 kaps. ,5909990095216,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",85,103.99,103.99,Choroba i zespó_ Parkinsona,rycza_t,3.56
1374,Levodopum + Benserazidum,"Madopar, tabl. do sporz_dzania zawiesiny doustnej, 12,5 + 50 mg",100 tabl.,5909990748624,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",25.74,33.45,26,Choroba i zespó_ Parkinsona,rycza_t,10.65
1375,Levodopum + Benserazidum,"Madopar, tabl. do sporz_dzania zawiesiny doustnej, 100 + 25 mg",100 tabl.,5909990748723,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",46.08,58.36,52,Choroba i zespó_ Parkinsona,rycza_t,9.56
1376,Levodopum + Benserazidum,"Madopar HBS, kaps. , 100 + 25 mg",100 kaps.,5909990377510,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",46.08,58.36,52,Choroba i zespó_ Parkinsona,rycza_t,9.56
1377,Levodopum + Carbidopum,"Nakom, tabl. , 250 + 25 mg",100 tabl. (10 blist.po 10 szt.),5909990175215,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",51.84,69.65,69.65,Choroba i zespó_ Parkinsona,rycza_t,4.44
1378,Levodopum + Carbidopum,"Nakom Mite, tabl. , 100 + 25 mg",100 tabl.,5909990175314,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",43.2,55.27,52,Choroba i zespó_ Parkinsona,rycza_t,6.47
1379,Levodopum + Carbidopum,"Sinemet CR 200/50, tabl. o zmodyfikowanym uwalnianiu, 200+50 mg",100 tabl. (butelka),5909990020416,2012-01-01,2 lata,"168.0, Leki stosowane w chorobie Parkinsona - leki doustne zawieraj_ce lewodopa z inhibitorem dekarboksylazy",78.24,96.76,96.76,Choroba i zespó_ Parkinsona,rycza_t,3.56
1380,Levomepromazinum,"Tisercin, roztwór do wstrzykiwa_, 25 mg/ml",10 amp.a 1ml,5909990183418,2012-01-01,2 lata,"173.2, Leki przeciwpsychotyczne - lewomepromazyna do stosowania pozajelitowego",8.93,12.93,12.93,Choroby psychiczne lub upo_ledzenia umys_owe,bezp_atny,0
1381,Levomepromazinum,"Tisercin, tabl. powl., 25 mg",50 tabl.,5909990193912,2012-01-01,2 lata,"173.1, Leki przeciwpsychotyczne - lewomepromazyna do stosowania doustnego",8.21,11.91,11.91,Choroby psychiczne lub upo_ledzenia umys_owe,bezp_atny,0
1382,Levothyroxinum natricum,"EUTHYROX N 100, tabl. , 100 µg",50 tabl. (2 blist.po 25szt.),5909991051419,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",6.89,9.67,8.29,Niedoczynno__ tarczycy,rycza_t,4.94
1383,Levothyroxinum natricum,"EUTHYROX N 100, tabl. , 100 mcg",100 tabl. (4 blist.po 25 szt.),5909991051426,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",12.24,16.99,16.58,Niedoczynno__ tarczycy,rycza_t,7.52
1384,Levothyroxinum natricum,"EUTHYROX N 112 , tabl. , 112 mcg",50 tabl.,5909990719006,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",6.7,9.68,9.28,Niedoczynno__ tarczycy,rycza_t,4.38
1385,Levothyroxinum natricum,"EUTHYROX N 112 , tabl. , 112 mcg",100 tabl.,5909990719020,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",12.67,17.74,17.74,Niedoczynno__ tarczycy,rycza_t,7.96
1386,Levothyroxinum natricum,"EUTHYROX N 125, tabl. , 125 mcg",50 tabl. (2 blist.po 25szt.),5909991051518,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",7.19,10.45,10.36,Niedoczynno__ tarczycy,rycza_t,4.53
1387,Levothyroxinum natricum,"EUTHYROX N 125, tabl. , 125 mcg",100 tabl. (10 blist.po 10 szt.),5909991051525,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",14.44,19.95,19.95,Niedoczynno__ tarczycy,rycza_t,8.89
1388,Levothyroxinum natricum,"EUTHYROX N 137 , tabl. , 137 mcg",50 tabl.,5909990719037,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",7.31,10.78,10.78,Niedoczynno__ tarczycy,rycza_t,4.87
1389,Levothyroxinum natricum,"EUTHYROX N 137 , tabl. , 137 mcg",100 tabl.,5909990719044,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",13.86,19.61,19.61,Niedoczynno__ tarczycy,rycza_t,9.74
1390,Levothyroxinum natricum,"EUTHYROX N 150, tabl. , 150 mcg",50 tabl. (2 blist.po 25szt.),5909991051617,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",8.21,11.98,11.98,Niedoczynno__ tarczycy,rycza_t,5.33
1391,Levothyroxinum natricum,"EUTHYROX N 150, tabl. , 150 mcg",100 tabl. (10 blist.po 10 szt.),5909991051624,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",14.73,20.85,20.85,Niedoczynno__ tarczycy,rycza_t,10.67
1392,Levothyroxinum natricum,"EUTHYROX N 175, tabl. , 175 mcg",50 tabl. (2 blist.po 25szt.),5909991051716,2012-01-01,2 lata,"83.0, Hormony tarczycy - lewotyroksyna do stosowania doustnego",9.03,13.26,13.26,Niedoczynno__ tarczycy,rycza_t,6.22
